id,city,state,population,latitude,longitude,gestation_8_duration,gestation_8_duration_closed,gestation_12_duration,gestation_12_duration_closed,gestation_16_duration,gestation_16_duration_closed,gestation_20_duration,gestation_20_duration_closed
327,Yuma,Arizona,94139,32.692651,-114.627692,3,5,3,5,3,5,3,5
328,Westminster,California,92114,33.759176,-117.989706,0,0,0,0,0,0,0,0
329,Orem,Utah,94457,40.296898,-111.694648,1,1,1,1,1,10,1,10
330,Lynn,Massachusetts,92457,42.466763,-70.949494,0,1,0,1,0,1,0,1
331,Redding,California,91582,40.58654,-122.391675,0,0,0,2,0,2,5,5
332,Spokane Valley,Washington,94919,47.673228,-117.239375,0,0,0,4,0,4,6,8
333,Miami Beach,Florida,92312,25.790654,-80.130045,0,0,0,0,0,0,0,0
334,League City,Texas,98312,29.507454,-95.09493,0,0,0,0,0,0,0,5
335,Lawrence,Kansas,93917,38.971669,-95.23525,1,1,1,1,1,1,1,1
336,Santa Barbara,California,91842,34.420831,-119.69819,0,1,0,1,0,1,1,2
337,Plantation,Florida,92560,26.127586,-80.233104,0,0,0,0,0,0,0,0
338,Sandy,Utah,93613,40.564978,-111.838973,0,1,0,1,1,11,1,11
339,Sunrise,Florida,92700,26.166971,-80.256595,0,0,0,0,0,0,0,0
340,Macon,Georgia,153515,32.840695,-83.632402,2,2,2,2,2,2,2,3
341,Longmont,Colorado,92088,40.167207,-105.101928,0,0,0,0,0,1,0,1
342,Boca Raton,Florida,93235,26.368306,-80.128932,0,0,0,0,0,0,0,0
343,San Marcos,California,92931,33.143372,-117.166145,0,0,0,1,0,1,0,1
344,Greenville,North Carolina,90597,35.612661,-77.366354,2,2,2,2,2,2,2,3
345,Waukegan,Illinois,88475,42.363633,-87.844794,1,1,1,1,1,1,1,1
346,Fall River,Massachusetts,88777,41.701491,-71.155045,0,0,0,0,0,0,0,1
347,Chico,California,90316,39.728494,-121.837478,0,0,0,0,0,0,3,3
348,Newton,Massachusetts,88817,42.337041,-71.209221,0,0,0,0,0,0,0,0
349,San Leandro,California,90712,37.72493,-122.156077,0,0,0,0,0,0,0,0
350,Reading,Pennsylvania,87879,40.335648,-75.926875,0,1,0,1,2,2,2,2
351,Norwalk,Connecticut,88485,41.117744,-73.408158,0,0,0,1,0,1,0,1
352,Fort Smith,Arkansas,88194,35.385924,-94.398547,2,3,3,4,4,5,4,5
353,Newport Beach,California,87127,33.618883,-117.929849,0,0,0,0,0,0,0,0
354,Asheville,North Carolina,88512,35.595058,-82.551487,0,2,0,2,4,4,4,5
355,Nashua,New Hampshire,87970,42.765366,-71.467566,0,0,0,1,1,1,1,1
356,Edmond,Oklahoma,90092,35.652832,-97.478095,0,0,0,1,0,4,0,4
357,Whittier,California,87438,33.979179,-118.032844,0,0,0,0,0,0,0,1
358,Nampa,Idaho,89839,43.540717,-116.563462,0,1,0,8,8,10,10,11
359,Bloomington,Minnesota,86435,44.840798,-93.29828,0,0,0,0,0,0,0,0
360,Deltona,Florida,88474,28.900545,-81.263674,0,0,0,0,0,0,0,0
361,Hawthorne,California,88451,33.916403,-118.352575,0,0,0,0,0,0,0,0
362,Duluth,Minnesota,86110,46.786672,-92.100485,0,4,0,4,4,4,4,4
363,Carmel,Indiana,88713,39.978371,-86.118043,0,0,0,0,0,3,0,4
364,Suffolk,Virginia,88161,36.728205,-76.583562,1,1,1,1,3,5,5,5
365,Clifton,New Jersey,86334,40.858433,-74.163755,0,0,0,0,0,0,0,0
366,Citrus Heights,California,87056,38.707125,-121.281061,0,0,0,0,0,0,0,0
367,Livermore,California,88126,37.681874,-121.768009,0,0,1,1,1,1,1,1
368,Tracy,California,87075,37.739651,-121.425223,0,0,0,1,0,1,1,1
369,Alhambra,California,85551,34.095287,-118.127015,0,0,0,0,0,0,0,0
370,Kirkland,Washington,87281,47.676893,-122.205983,0,0,0,0,0,0,0,0
371,Trenton,New Jersey,84225,40.217053,-74.742938,0,0,0,0,0,1,1,1
372,Ogden,Utah,85444,41.223,-111.97383,1,1,1,1,1,13,1,12
373,Hoover,Alabama,84848,33.405387,-86.811378,0,1,0,1,1,3,1,3
374,Cicero,Illinois,83886,41.845588,-87.753945,0,0,0,0,0,0,0,0
375,Fishers,Indiana,88658,39.956755,-86.01335,0,0,0,0,0,3,0,4
376,Sugar Land,Texas,88156,29.619679,-95.634946,0,0,0,0,0,0,0,4
377,Danbury,Connecticut,84657,41.394817,-73.454011,0,0,1,1,1,1,1,1
378,Meridian,Idaho,90739,43.612109,-116.391513,0,0,0,8,8,10,10,11
379,Indio,California,87533,33.720577,-116.215562,0,2,0,2,2,2,2,2
380,Concord,North Carolina,87696,35.408752,-80.579511,1,1,1,1,1,1,1,2
381,Menifee,California,87174,33.697147,-117.185294,0,0,0,1,0,1,0,1
382,Champaign,Illinois,86096,40.11642,-88.243383,0,0,0,2,0,2,0,4
383,Buena Park,California,83270,33.867404,-117.998139,0,0,0,0,0,0,0,0
384,Troy,Michigan,83280,42.606409,-83.149775,0,0,0,0,0,0,0,0
385,O'Fallon,Missouri,85040,38.810608,-90.699848,1,1,1,1,1,1,1,1
386,Johns Creek,Georgia,83335,34.028926,-84.198579,0,0,0,1,1,1,1,1
387,Bellingham,Washington,85146,48.751911,-122.478685,0,1,0,1,2,3,2,3
388,Westland,Michigan,82000,42.324204,-83.400211,0,0,0,0,0,0,0,0
389,Bloomington,Indiana,84067,39.165325,-86.526386,0,2,0,2,2,3,2,5
390,Sioux City,Iowa,82821,42.499994,-96.400307,2,2,2,3,3,3,3,8
391,Warwick,Rhode Island,81699,41.700101,-71.416167,0,0,0,0,0,0,0,1
392,Hemet,California,83861,33.74752,-116.971968,0,1,1,1,1,1,1,1
393,Longview,Texas,82287,32.500704,-94.740489,2,3,2,3,2,3,3,6
394,Farmington Hills,Michigan,81330,42.498994,-83.367717,0,0,0,0,0,0,0,0
395,Bend,Oregon,87014,44.058173,-121.31531,0,4,0,4,6,8,6,8
396,Lakewood,California,81611,33.853627,-118.133956,0,0,0,0,0,0,0,0
397,Merced,California,82436,37.302163,-120.482968,1,1,1,1,1,1,1,1
398,Mission,Texas,83298,26.215907,-98.325293,0,7,0,7,0,7,7,9
399,Chino,California,85595,34.012235,-117.688944,0,0,0,0,0,0,0,0
400,Redwood City,California,85288,37.485215,-122.236355,0,0,0,0,0,1,1,1
401,Edinburg,Texas,84497,26.301737,-98.163343,0,6,0,6,0,6,7,8
402,Cranston,Rhode Island,81073,41.779823,-71.43728,0,0,0,0,0,0,0,0
403,Parma,Ohio,79937,41.404774,-81.722909,0,0,0,0,0,1,0,5
404,Lake Forest,California,82492,33.646944,-117.686102,0,0,0,0,0,0,0,0
405,Napa,California,80434,38.297538,-122.286865,0,0,0,1,0,1,1,1
406,Hammond,Indiana,77614,41.583369,-87.500041,0,0,0,0,0,0,0,1
407,Fayetteville,Arkansas,82830,36.082156,-94.171854,0,3,3,5,5,7,5,7
408,Bloomington,Illinois,78292,40.484203,-88.993687,1,1,1,1,1,2,1,4
409,Avondale,Arizona,80684,33.435598,-112.349602,0,0,0,0,0,0,0,1
410,Somerville,Massachusetts,80318,42.387597,-71.099497,0,0,0,0,0,0,0,0
411,Palm Coast,Florida,82893,29.584452,-81.20787,1,1,1,1,1,1,1,1
412,Bryan,Texas,82118,30.674364,-96.369963,2,3,2,3,3,3,3,3
413,Gary,Indiana,77156,41.59337,-87.346427,0,1,0,1,1,1,1,1
414,Largo,Florida,81000,27.909467,-82.787324,0,0,0,0,0,1,0,1
415,Brooklyn Park,Minnesota,79149,45.094132,-93.356341,0,0,0,0,0,0,0,0
416,Tustin,California,80583,33.742001,-117.823639,0,0,0,0,0,0,0,0
417,Racine,Wisconsin,77742,42.726131,-87.782852,1,1,1,1,1,1,1,2
418,Deerfield Beach,Florida,79768,26.318412,-80.099766,0,0,0,0,0,0,0,0
419,Lynchburg,Virginia,79812,37.413754,-79.142246,2,2,2,2,4,4,4,4
420,Mountain View,California,80435,37.386052,-122.083851,0,0,0,0,0,0,0,1
421,Medford,Oregon,79805,42.326515,-122.875595,0,5,5,5,5,7,8,9
422,Lawrence,Massachusetts,80231,42.707035,-71.163114,0,1,0,1,0,1,0,1
423,Bellflower,California,78441,33.881682,-118.117012,0,0,0,0,0,0,0,0
424,Melbourne,Florida,80127,28.083627,-80.608109,2,2,2,2,2,2,2,2
425,St. Joseph,Missouri,76596,39.767458,-94.846681,2,2,2,2,2,2,2,2
426,Camden,New Jersey,76119,39.925946,-75.11962,0,0,0,0,0,0,0,0
427,St. George,Utah,80202,37.096528,-113.568416,3,3,3,3,3,3,3,3
428,Kennewick,Washington,78896,46.211246,-119.137234,0,1,0,3,0,3,3,7
429,Baldwin Park,California,77071,34.085287,-117.960898,0,0,0,0,0,0,0,0
430,Chino Hills,California,78309,33.989819,-117.732585,0,0,0,0,0,0,0,0
431,Alameda,California,78630,37.765206,-122.241636,0,0,0,0,0,0,0,0
432,Albany,Georgia,74843,31.578507,-84.155741,3,3,3,3,5,5,5,6
433,Arlington Heights,Illinois,75926,42.08836,-87.980627,0,0,0,0,0,0,0,0
434,Scranton,Pennsylvania,77118,41.408969,-75.662412,2,2,2,2,2,2,2,2
435,Evanston,Illinois,75527,42.045072,-87.687697,0,0,0,0,0,0,0,0
436,Kalamazoo,Michigan,76041,42.291707,-85.587229,0,1,0,1,0,1,1,2
437,Baytown,Texas,76335,29.735505,-94.977427,0,1,0,1,0,1,0,5
438,Upland,California,76443,34.09751,-117.648388,0,0,0,0,0,0,0,0
439,Springdale,Arkansas,77859,36.186744,-94.128814,0,3,3,5,5,6,5,6
440,Bethlehem,Pennsylvania,74892,40.625932,-75.370458,0,0,0,0,0,0,0,0
441,Schaumburg,Illinois,74693,42.033361,-88.083406,0,0,0,0,0,0,0,0
442,Mount Pleasant,South Carolina,81317,32.832322,-79.828426,0,3,0,3,4,5,6,6
443,Auburn,Washington,77006,47.307323,-122.228453,0,0,0,0,0,0,0,0
444,Decatur,Illinois,73254,39.840315,-88.9548,0,1,1,1,1,1,1,4
445,San Ramon,California,76134,37.779927,-121.978015,0,0,0,0,0,0,0,1
446,Pleasanton,California,79510,37.662431,-121.874679,0,0,0,0,1,1,1,1
447,Wyoming,Michigan,75275,42.91336,-85.705309,0,0,0,1,0,1,0,2
448,Lake Charles,Louisiana,76070,30.226595,-93.217376,4,4,4,4,4,4,4,9
449,Plymouth,Minnesota,75907,45.010519,-93.455509,0,0,0,0,0,0,0,0
450,Bolingbrook,Illinois,74306,41.698642,-88.068395,0,0,0,0,0,0,1,1
451,Pharr,Texas,76538,26.194796,-98.183622,0,6,0,6,0,6,7,9
452,Appleton,Wisconsin,74139,44.261931,-88.415385,3,3,3,3,3,3,3,5
453,Gastonia,North Carolina,74543,35.262082,-81.1873,0,1,0,1,0,1,1,3
454,Folsom,California,76375,38.677959,-121.176058,0,0,0,0,0,0,0,0
455,Southfield,Michigan,73156,42.473369,-83.221873,0,0,0,0,0,0,0,0
456,Rochester Hills,Michigan,73424,42.658366,-83.149932,0,0,0,0,0,0,0,0
457,New Britain,Connecticut,72808,41.66121,-72.779542,0,0,0,0,0,1,0,1
458,Goodyear,Arizona,79003,33.435339,-112.357657,0,0,0,0,0,0,0,1
459,Canton,Ohio,71885,40.798947,-81.378447,0,1,0,1,0,2,2,7
460,Warner Robins,Georgia,73490,32.613001,-83.624201,3,3,3,3,3,3,3,3
461,Union City,California,74494,37.593392,-122.04383,0,0,0,0,0,0,0,0
462,Perris,California,74971,33.782519,-117.228648,0,0,0,0,0,0,0,0
463,Manteca,California,75448,37.797427,-121.216053,0,0,0,0,0,0,0,2
464,Iowa City,Iowa,74220,41.661128,-91.530168,0,0,0,0,0,0,0,6
465,Jonesboro,Arkansas,73907,35.842297,-90.704279,2,2,2,2,4,7,4,7
466,Wilmington,Delaware,71948,39.739072,-75.539788,0,0,0,1,1,1,1,1
467,Lynwood,California,71989,33.930293,-118.21146,0,0,0,0,0,0,0,0
468,Loveland,Colorado,75182,40.397761,-105.07498,0,0,0,1,0,1,1,1
469,Pawtucket,Rhode Island,71591,41.878711,-71.382556,0,0,0,0,0,0,0,0
470,Boynton Beach,Florida,73966,26.531787,-80.090547,0,0,0,0,0,0,0,0
471,Waukesha,Wisconsin,71970,43.011678,-88.231481,0,0,0,0,0,0,0,2
472,Gulfport,Mississippi,71856,30.36742,-89.092816,2,2,2,2,2,4,7,11
473,Apple Valley,California,72174,34.500831,-117.185876,0,1,1,1,1,1,1,1
474,Passaic,New Jersey,71085,40.856766,-74.128476,0,0,0,0,0,0,0,0
475,Rapid City,South Dakota,73569,44.080543,-103.231015,9,10,9,10,10,10,10,11
476,Layton,Utah,74143,41.060222,-111.971053,0,1,0,1,1,13,1,12
477,Lafayette,Indiana,71111,40.416702,-86.875287,0,1,1,2,2,3,2,3
478,Turlock,California,72292,37.494657,-120.846594,0,0,0,1,0,1,0,2
479,Muncie,Indiana,70087,40.193377,-85.38636,2,2,2,2,2,3,2,3
480,Temple,Texas,72277,31.098234,-97.342782,1,1,1,1,1,2,2,4
481,Missouri City,Texas,74139,29.618567,-95.537722,0,0,0,0,0,0,0,4
482,Redlands,California,71035,34.055569,-117.182538,0,0,0,0,0,0,0,0
483,Santa Fe,New Mexico,84099,35.686975,-105.937799,0,2,2,2,2,2,2,11
484,Lauderhill,Florida,71579,26.140363,-80.213381,0,0,0,0,0,0,0,0
485,Milpitas,California,77604,37.432334,-121.899574,0,0,0,0,0,0,0,1
486,Palatine,Illinois,69308,42.110304,-88.03424,0,0,0,0,0,0,0,0
487,Missoula,Montana,71022,46.878718,-113.996586,0,3,0,3,0,6,10,12
488,Rock Hill,South Carolina,71548,34.924867,-81.025078,0,1,0,1,0,1,1,3
489,Jacksonville,North Carolina,67357,34.754052,-77.430241,2,3,2,3,3,4,3,4
490,Franklin,Tennessee,72639,35.925064,-86.86889,0,0,0,0,0,3,3,6
491,Flagstaff,Arizona,70320,35.198284,-111.651302,0,4,4,4,4,4,4,4
492,Flower Mound,Texas,71253,33.014567,-97.096955,1,1,1,1,1,1,1,5
493,Weston,Florida,69959,26.100365,-80.399775,0,1,0,1,0,1,0,1
494,Waterloo,Iowa,68460,42.492786,-92.342577,0,2,2,2,2,2,2,6
495,Union City,New Jersey,69156,40.779545,-74.023751,0,0,0,0,0,0,0,0
496,Fort Myers,Florida,74013,26.640628,-81.872308,0,0,0,0,0,0,0,2
497,Dothan,Alabama,68567,31.223231,-85.390489,3,3,3,3,6,6,6,7
498,Rancho Cordova,California,71017,38.589072,-121.302728,0,0,0,0,0,0,0,0
499,Redondo Beach,California,68166,33.849182,-118.388408,0,0,0,0,0,0,0,0
500,Jackson,Tennessee,66975,35.614517,-88.813947,2,2,2,2,3,6,6,7
501,Pasco,Washington,69451,46.239579,-119.100566,0,1,0,3,0,3,3,7
502,St. Charles,Missouri,68796,38.788106,-90.497436,1,1,1,1,1,1,1,1
503,Eau Claire,Wisconsin,67778,44.811349,-91.498494,2,2,2,2,2,2,2,2
504,North Richland Hills,Texas,69204,32.834295,-97.228903,0,0,0,0,0,1,1,5
505,Bismarck,North Dakota,71167,46.808327,-100.783739,5,11,5,11,5,11,11,12
506,Yorba Linda,California,67973,33.888504,-117.813257,0,0,0,0,0,0,0,0
507,Kenner,Louisiana,67091,29.994092,-90.241743,0,2,0,2,0,2,8,10
508,Walnut Creek,California,68910,37.910078,-122.065182,0,0,0,0,0,0,0,0
509,Frederick,Maryland,69479,39.414269,-77.410541,0,1,1,1,1,1,1,1
510,Oshkosh,Wisconsin,66555,44.024706,-88.542614,2,2,2,2,2,2,2,4
511,Pittsburg,California,69424,38.027976,-121.884681,0,0,0,0,0,1,1,1
512,Palo Alto,California,66853,37.441883,-122.143019,0,0,0,0,0,0,0,1
513,Bossier City,Louisiana,68094,32.515985,-93.732123,0,5,0,5,0,5,5,6
514,Portland,Maine,66881,43.661471,-70.255326,0,1,0,1,0,2,2,3
515,St. Cloud,Minnesota,67109,45.557945,-94.16324,2,2,2,2,2,2,2,2
516,Davis,California,67666,38.544907,-121.740517,0,0,0,1,0,1,1,1
517,South San Francisco,California,67271,37.654656,-122.40775,0,0,0,0,0,0,0,0
518,Camarillo,California,67608,34.216394,-119.037602,0,0,0,0,0,0,0,1
519,North Little Rock,Arkansas,66504,34.769536,-92.267094,0,0,0,4,0,6,0,9
520,Schenectady,New York,65305,42.814243,-73.939569,0,0,0,0,0,3,3,4
521,Gaithersburg,Maryland,67456,39.143441,-77.20137,0,0,0,0,0,0,0,1
522,Harlingen,Texas,65774,26.190631,-97.696103,1,7,1,7,1,7,7,9
523,Woodbury,Minnesota,67855,44.923855,-92.95938,0,0,0,0,0,0,0,0
524,Eagan,Minnesota,66286,44.804132,-93.166886,0,0,0,0,0,0,0,0
525,Yuba City,California,66941,39.140448,-121.616911,0,1,1,1,1,1,1,1
526,Maple Grove,Minnesota,68385,45.072464,-93.455788,0,0,0,0,0,0,0,0
527,Youngstown,Ohio,64628,41.09978,-80.649519,1,1,1,1,1,2,2,7
528,Skokie,Illinois,64821,42.032403,-87.741625,0,0,0,0,0,0,0,0
529,Kissimmee,Florida,69152,28.291956,-81.407571,0,1,0,1,0,1,0,1
530,Johnson City,Tennessee,66027,36.31344,-82.353473,1,2,1,2,6,6,6,6
531,Victoria,Texas,67574,28.805267,-97.003598,3,3,3,3,3,3,4,4
532,San Clemente,California,65526,33.427352,-117.6126,0,0,1,1,1,1,1,1
533,Bayonne,New Jersey,66311,40.668714,-74.114309,0,0,0,0,0,0,0,0
534,Laguna Niguel,California,65806,33.523674,-117.714944,0,0,0,1,0,1,0,1
535,East Orange,New Jersey,64949,40.767323,-74.204868,0,0,0,0,0,1,0,1
536,Shawnee,Kansas,65046,39.022848,-94.715187,0,0,0,0,0,0,0,0
537,Homestead,Florida,66498,25.468722,-80.477557,0,1,0,1,0,1,0,1
538,Rockville,Maryland,66980,39.083997,-77.152758,0,0,0,0,0,0,0,0
539,Delray Beach,Florida,66255,26.461462,-80.07282,0,0,0,0,0,0,0,0
540,Janesville,Wisconsin,64123,42.682789,-89.018722,1,2,1,2,1,2,2,3
541,Conway,Arkansas,64980,35.088696,-92.442101,1,1,1,4,1,7,1,9
542,Pico Rivera,California,64218,33.983069,-118.096735,0,0,0,0,0,0,0,0
543,Lorain,Ohio,63647,41.452819,-82.182375,1,1,1,1,1,2,1,5
544,Montebello,California,63921,34.016505,-118.113754,0,0,0,0,0,0,0,0
545,Lodi,California,64596,38.134148,-121.272219,0,0,0,1,0,1,1,1
546,New Braunfels,Texas,70543,29.703002,-98.124453,1,1,1,1,1,1,1,1
547,Marysville,Washington,66773,48.051764,-122.177082,0,0,0,1,1,1,1,1
548,Tamarac,Florida,64681,26.212861,-80.249771,0,0,0,0,0,0,0,0
549,Madera,California,64208,36.961336,-120.060718,0,0,0,0,0,0,0,2
550,Conroe,Texas,68602,30.311877,-95.456051,0,1,0,1,1,1,1,5
551,Santa Cruz,California,64220,36.974117,-122.030796,0,0,0,1,1,1,1,2
552,Eden Prairie,Minnesota,63496,44.854686,-93.470786,0,0,0,0,0,0,0,0
553,Cheyenne,Wyoming,63335,41.139981,-104.820246,1,2,1,3,1,3,3,3
554,Daytona Beach,Florida,64736,29.210815,-81.022833,1,1,1,1,1,1,1,1
555,Alpharetta,Georgia,63693,34.075376,-84.29409,0,0,0,0,0,1,0,1
556,Hamilton,Ohio,62407,39.399501,-84.561335,0,1,0,1,1,1,1,3
557,Waltham,Massachusetts,63378,42.376485,-71.235611,0,0,0,0,0,0,0,0
558,Coon Rapids,Minnesota,62240,45.173239,-93.303006,0,0,0,0,0,0,0,0
559,Haverhill,Massachusetts,62765,42.776201,-71.07728,0,1,0,1,0,1,0,1
560,Council Bluffs,Iowa,62597,41.261944,-95.860833,0,0,0,0,0,0,0,5
561,Taylor,Michigan,61568,42.240872,-83.269651,0,0,0,0,0,0,0,0
562,Utica,New York,61100,43.100903,-75.232664,0,1,0,1,2,5,5,6
563,Ames,Iowa,65060,42.030781,-93.631913,0,1,1,4,1,4,4,5
564,La Habra,California,62131,33.931859,-117.946137,0,0,0,0,0,0,0,0
565,Encinitas,California,62930,33.036987,-117.291982,0,0,0,0,0,0,0,0
566,Bowling Green,Kentucky,63616,36.968522,-86.480804,2,2,2,2,2,3,5,7
567,Burnsville,Minnesota,61481,44.767742,-93.277723,0,0,0,0,0,0,0,0
568,Greenville,South Carolina,64579,34.852618,-82.39401,0,2,0,2,3,3,3,4
569,West Des Moines,Iowa,64113,41.577211,-93.711332,0,1,0,3,0,3,3,4
570,Cedar Park,Texas,65945,30.505198,-97.820289,0,0,0,0,0,0,0,3
571,Tulare,California,62315,36.207729,-119.347338,1,1,1,1,1,1,1,2
572,Monterey Park,California,61468,34.062511,-118.122848,0,0,0,0,0,0,0,0
573,Vineland,New Jersey,60818,39.486377,-75.025964,1,1,1,1,1,1,1,1
574,Terre Haute,Indiana,60825,39.466703,-87.413909,2,2,2,2,2,3,2,3
575,North Miami,Florida,62435,25.890095,-80.186714,0,0,0,0,0,0,0,0
576,Mansfield,Texas,64274,32.563192,-97.141677,0,0,0,0,1,1,1,5
577,West Allis,Wisconsin,60620,43.016681,-88.007031,0,0,0,0,0,0,0,2
578,Bristol,Connecticut,60452,41.671765,-72.94927,0,0,0,0,0,1,0,1
579,Taylorsville,Utah,60514,40.667725,-111.938826,0,0,0,0,0,11,0,11
580,Malden,Massachusetts,61068,42.425096,-71.066163,0,0,0,0,0,0,0,0
581,Meriden,Connecticut,59988,41.538153,-72.807043,0,0,0,0,0,0,0,1
582,Blaine,Minnesota,62124,45.160799,-93.234949,0,0,0,0,0,0,0,0
583,Wellington,Florida,62560,26.661763,-80.268357,0,0,0,0,0,1,0,1
584,Cupertino,California,60572,37.322998,-122.032182,0,0,0,0,0,0,0,1
585,Springfield,Oregon,60870,44.046236,-123.022029,0,2,0,2,3,7,3,7
586,Rogers,Arkansas,63159,36.33202,-94.118537,1,4,4,6,6,6,6,6
587,St. Clair Shores,Michigan,59903,42.497408,-82.89636,0,0,0,0,0,0,0,0
588,Gardena,California,60447,33.888349,-118.308962,0,0,0,0,0,0,0,0
589,Pontiac,Michigan,59917,42.638922,-83.291047,0,0,0,0,0,0,0,0
590,National City,California,61060,32.678109,-117.099197,0,0,0,0,0,0,0,0
591,Grand Junction,Colorado,60358,39.063871,-108.550649,2,6,7,8,7,7,7,8
592,Rocklin,California,61213,38.790734,-121.235783,0,0,0,0,0,0,0,0
593,Chapel Hill,North Carolina,59568,35.9132,-79.055845,0,0,0,0,0,0,0,1
594,Casper,Wyoming,60285,42.866632,-106.313081,6,6,6,7,6,7,7,7
595,Broomfield,Colorado,65065,39.920541,-105.08665,0,0,0,0,0,0,0,0
596,Petaluma,California,60438,38.232417,-122.636652,0,0,0,0,1,1,1,1
597,South Jordan,Utah,66648,40.56217,-111.929658,0,0,0,0,0,11,0,11
598,Springfield,Ohio,59680,39.924227,-83.808817,1,2,1,2,1,2,1,3
599,Great Falls,Montana,59638,47.494184,-111.283345,2,5,2,5,5,6,6,16
600,Lancaster,Pennsylvania,59339,40.037875,-76.305514,1,1,1,1,2,2,2,2
601,North Port,Florida,62345,27.044224,-82.235925,0,1,0,1,0,1,1,1
602,Lakewood,Washington,59829,47.171765,-122.518458,0,0,0,0,0,0,0,1
603,Marietta,Georgia,59067,33.952602,-84.549933,0,0,0,0,0,0,0,0
604,San Rafael,California,59162,37.973535,-122.531087,0,0,0,0,0,1,0,1
605,Royal Oak,Michigan,59008,42.48948,-83.144649,0,0,0,0,0,0,0,0
606,Des Plaines,Illinois,58677,42.033362,-87.883399,0,0,0,0,0,0,0,0
607,Huntington Park,California,59430,33.981681,-118.225072,0,0,0,0,0,0,0,0
608,La Mesa,California,60089,32.767829,-117.023084,0,0,0,0,0,0,0,0
609,Orland Park,Illinois,58619,41.63031,-87.853943,0,1,0,1,0,1,1,1
610,Auburn,Alabama,62059,32.609857,-85.480782,1,1,1,1,3,3,3,3
611,Lakeville,Minnesota,60633,44.649687,-93.24272,1,1,1,1,1,1,1,1
612,Owensboro,Kentucky,59042,37.771907,-87.111168,3,4,3,4,3,4,6,6
613,Moore,Oklahoma,60451,35.339508,-97.486703,0,0,0,0,0,4,0,4
614,Jupiter,Florida,62707,26.934225,-80.094209,0,1,0,1,0,1,0,1
615,Idaho Falls,Idaho,59184,43.491651,-112.033964,3,4,3,6,6,8,6,11
616,Dubuque,Iowa,58799,42.500558,-90.664572,2,3,3,3,3,3,3,5
617,Bartlett,Tennessee,58579,35.204533,-89.873975,0,0,0,0,4,5,4,7
618,Rowlett,Texas,60236,32.902902,-96.56388,0,0,0,0,0,0,0,6
619,Novi,Michigan,58723,42.48059,-83.475491,0,0,0,0,0,0,0,0
620,White Plains,New York,58459,41.033986,-73.76291,0,0,0,0,0,0,0,0
621,Arcadia,California,58408,34.139729,-118.035345,0,0,0,0,0,0,0,0
622,Redmond,Washington,60598,47.673988,-122.121512,0,0,0,0,0,0,0,0
623,Lake Elsinore,California,61981,33.668077,-117.327262,0,0,0,0,0,0,0,0
624,Tinley Park,Illinois,57143,41.573144,-87.793294,0,0,0,0,0,0,1,1
625,Port Orange,Florida,59866,29.138316,-80.99561,1,1,1,1,1,1,1,1
626,Medford,Massachusetts,57403,42.41843,-71.106164,0,0,0,0,0,0,0,0
627,Oak Lawn,Illinois,56781,41.719978,-87.747953,0,0,0,0,0,0,1,1
628,Rocky Mount,North Carolina,55806,35.93821,-77.790534,1,2,1,2,1,2,1,2
629,Kokomo,Indiana,57995,40.486427,-86.133603,1,1,1,2,2,5,2,5
630,Coconut Creek,Florida,59302,26.251748,-80.178935,0,0,0,0,0,0,0,0
631,Bowie,Maryland,58025,39.006777,-76.779136,0,0,0,0,0,0,0,0
632,Berwyn,Illinois,56368,41.850587,-87.793668,0,0,0,0,0,0,0,1
633,Midwest City,Oklahoma,57249,35.449506,-97.396702,0,0,0,1,0,4,0,4
634,Fountain Valley,California,56987,33.709021,-117.954407,0,0,0,0,0,0,0,0
635,Buckeye,Arizona,62138,33.37032,-112.583777,1,1,1,1,1,1,1,1
636,Dearborn Heights,Michigan,56145,42.336982,-83.273263,0,0,0,0,0,0,0,0
637,Woodland,California,58567,38.678516,-121.773297,0,0,1,1,1,1,1,1
638,Noblesville,Indiana,59093,40.045592,-86.008595,1,1,1,1,1,4,1,4
639,Valdosta,Georgia,55724,30.832702,-83.278485,3,3,3,3,3,3,3,3
640,Diamond Bar,California,56897,34.028623,-117.810337,0,0,0,0,0,0,0,0
641,Manhattan,Kansas,56308,39.183608,-96.571669,3,3,3,3,3,3,3,3
642,Santee,California,57787,32.838383,-116.973917,0,0,0,0,0,0,0,0
643,Taunton,Massachusetts,56789,41.900101,-71.089767,0,1,0,1,0,1,0,1
644,Sanford,Florida,58111,28.802861,-81.269453,0,0,0,0,0,0,0,0
645,Kettering,Ohio,55525,39.689504,-84.168827,0,1,0,1,0,1,0,3
646,New Brunswick,New Jersey,57035,40.486216,-74.451819,0,0,0,1,0,1,0,1
647,Decatur,Alabama,55437,34.605925,-86.983342,1,2,1,2,1,3,1,4
648,Chicopee,Massachusetts,56741,42.148704,-72.607867,0,0,0,1,0,1,0,1
649,Anderson,Indiana,55305,40.10532,-85.680254,1,1,1,1,1,4,1,4
650,Margate,Florida,57234,26.244526,-80.206436,0,0,0,0,0,0,0,0
651,Weymouth,Massachusetts,55957,42.218072,-70.941036,1,1,1,1,1,1,1,1
652,Hempstead,New York,55547,40.706213,-73.61874,0,0,0,0,0,0,0,0
653,Corvallis,Oregon,55780,44.564566,-123.262044,1,1,1,1,3,7,3,7
654,Eastvale,California,59039,33.952463,-117.584802,0,0,0,0,0,0,0,0
655,Porterville,California,56058,36.06523,-119.016768,1,2,1,2,1,2,1,2
